Year,Vaccination,Vaccination flag,Category ,Category flag,Group,Group flag,Estimate,Estimate flag
2005,Polio (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,92.2,
2006,Polio (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,93.0,
2007,Polio (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,94.0,
2008,Polio (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,93.0,
2009,Polio (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,92.0,
1995,"Measles, Mumps, Rubella",,Location of residence: Outside MSA,2,Outside MSA,,89.0,
1996,"Measles, Mumps, Rubella",,Location of residence: Outside MSA,2,Outside MSA,,91.0,
1997,"Measles, Mumps, Rubella",,Location of residence: Outside MSA,2,Outside MSA,,91.0,
1998,"Measles, Mumps, Rubella",,Location of residence: Outside MSA,2,Outside MSA,,93.0,
1999,"Measles, Mumps, Rubella",,Location of residence: Outside MSA,2,Outside MSA,,90.0,
2000,"Measles, Mumps, Rubella",,Location of residence: Outside MSA,2,Outside MSA,,91.0,
2001,"Measles, Mumps, Rubella",,Location of residence: Outside MSA,2,Outside MSA,,91.0,
2002,"Measles, Mumps, Rubella",,Location of residence: Outside MSA,2,Outside MSA,,90.0,
2003,"Measles, Mumps, Rubella",,Location of residence: Outside MSA,2,Outside MSA,,92.0,
2004,"Measles, Mumps, Rubella",,Location of residence: Outside MSA,2,Outside MSA,,92.0,
2005,"Measles, Mumps, Rubella",,Location of residence: Outside MSA,2,Outside MSA,,90.4,
2006,"Measles, Mumps, Rubella",,Location of residence: Outside MSA,2,Outside MSA,,92.0,
2007,"Measles, Mumps, Rubella",,Location of residence: Outside MSA,2,Outside MSA,,92.0,
2008,"Measles, Mumps, Rubella",,Location of residence: Outside MSA,2,Outside MSA,,90.0,
2009,"Measles, Mumps, Rubella",,Location of residence: Outside MSA,2,Outside MSA,,89.0,
1995,Hib (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,92.0,
1996,Hib (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,92.0,
1997,Hib (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,94.0,
1998,Hib (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,94.0,
1999,Hib (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,93.0,
2000,Hib (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,95.0,
2001,Hib (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,93.0,
2002,Hib (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,93.0,
2003,Hib (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,94.0,
2004,Hib (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,94.0,
2005,Hib (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,94.0,
2006,Hib (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,92.0,
2007,Hib (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,92.0,
2008,Hib (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,89.0,
2009,Hib (primary series plus booster dose),,Location of residence: Outside MSA,2,Outside MSA,,53.0,
1995,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,All,,68.0,
1996,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,All,,82.0,
1997,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,All,,84.0,
1998,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,All,,87.0,
1999,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,All,,88.0,
2000,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,All,,90.0,
2001,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,All,,89.0,
2002,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,All,,90.0,
2003,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,All,,92.0,
2004,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,All,,92.0,
2005,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,All,,93.0,
2006,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,All,,93.0,
2007,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,All,,93.0,
2008,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,All,,94.0,
2009,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,All,,92.0,
1997,Varicella,9,Race and Hispanic origin,1,All,,26.0,
1998,Varicella,9,Race and Hispanic origin,1,All,,43.0,
1999,Varicella,9,Race and Hispanic origin,1,All,,58.0,
2000,Varicella,9,Race and Hispanic origin,1,All,,68.0,
2001,Varicella,9,Race and Hispanic origin,1,All,,76.0,
2002,Varicella,9,Race and Hispanic origin,1,All,,81.0,
2003,Varicella,9,Race and Hispanic origin,1,All,,85.0,
2004,Varicella,9,Race and Hispanic origin,1,All,,88.0,
2005,Varicella,9,Race and Hispanic origin,1,All,,88.0,
2006,Varicella,9,Race and Hispanic origin,1,All,,89.0,
2007,Varicella,9,Race and Hispanic origin,1,All,,90.0,
2008,Varicella,9,Race and Hispanic origin,1,All,,91.0,
2009,Varicella,9,Race and Hispanic origin,1,All,,90.0,
2005,PCV (4 doses or more),10,Race and Hispanic origin,1,All,,54.0,
2006,PCV (4 doses or more),10,Race and Hispanic origin,1,All,,68.0,
2007,PCV (4 doses or more),10,Race and Hispanic origin,1,All,,75.0,
2008,PCV (4 doses or more),10,Race and Hispanic origin,1,All,,80.0,
2009,PCV (4 doses or more),10,Race and Hispanic origin,1,All,,80.0,
1995,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino White,,68.0,
1996,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino White,,82.0,
1997,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino White,,85.0,
1998,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino White,,88.0,
1999,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino White,,89.0,
2000,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino White,,91.0,
2001,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino White,,90.0,
2002,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino White,,91.0,
2003,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino White,,93.0,
2004,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino White,,93.0,
2005,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino White,,93.0,
2006,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino White,,94.0,
2007,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino White,,93.0,
2008,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino White,,93.0,
2009,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino White,,92.0,
1997,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino White,,28.0,
1998,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino White,,42.0,
1999,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino White,,56.0,
2000,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino White,,66.0,
2001,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino White,,75.0,
2002,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino White,,79.0,
2003,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino White,,84.0,
2004,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino White,,87.0,
2005,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino White,,86.0,
2006,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino White,,89.0,
2007,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino White,,89.0,
2008,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino White,,90.0,
2009,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino White,,89.0,
2005,PCV (4 doses or more),10,Race and Hispanic origin,1,Not Hispanic or Latino White,,57.0,
2006,PCV (4 doses or more),10,Race and Hispanic origin,1,Not Hispanic or Latino White,,71.0,
2007,PCV (4 doses or more),10,Race and Hispanic origin,1,Not Hispanic or Latino White,,77.0,
2008,PCV (4 doses or more),10,Race and Hispanic origin,1,Not Hispanic or Latino White,,81.0,
2009,PCV (4 doses or more),10,Race and Hispanic origin,1,Not Hispanic or Latino White,,83.0,
1995,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,66.0,
1996,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,82.0,
1997,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,82.0,
1998,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,84.0,
1999,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,87.0,
2000,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,89.0,
2001,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,85.0,
2002,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,88.0,
2003,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,92.0,
2004,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,91.0,
2005,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,93.0,
2006,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,92.0,
2007,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,91.0,
2008,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,92.0,
2009,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,92.0,
1997,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,21.0,
1998,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,42.0,
1999,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,58.0,
2000,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,67.0,
2001,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,75.0,
2002,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,83.0,
2003,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,85.0,
2004,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,86.0,
2005,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,91.0,
2006,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,89.0,
2007,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,90.0,
2008,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,90.0,
2009,Varicella,9,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,88.0,
2005,PCV (4 doses or more),10,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,46.0,
2006,PCV (4 doses or more),10,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,61.0,
2007,PCV (4 doses or more),10,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,70.0,
2008,PCV (4 doses or more),10,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,76.0,
2009,PCV (4 doses or more),10,Race and Hispanic origin,1,Not Hispanic or Latino Black or African American,,73.0,
1995,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,American Indian or Alaska Native,,52.0,
1996,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,American Indian or Alaska Native,,79.0,
1997,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,American Indian or Alaska Native,,83.0,
1998,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,American Indian or Alaska Native,,82.0,
1999,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,American Indian or Alaska Native,,,*
2000,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,American Indian or Alaska Native,,91.0,
2001,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,American Indian or Alaska Native,,86.0,
2002,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,American Indian or Alaska Native,,,*
2003,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,American Indian or Alaska Native,,90.0,
2004,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,American Indian or Alaska Native,,91.0,
2005,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,American Indian or Alaska Native,,90.0,
2006,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,American Indian or Alaska Native,,95.0,
2007,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,American Indian or Alaska Native,,97.0,
2008,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,American Indian or Alaska Native,,92.0,
2009,Hepatitis B (3 doses or more),,Race and Hispanic origin,1,American Indian or Alaska Native,,93.0,
1997,Varicella,9,Race and Hispanic origin,1,American Indian or Alaska Native,,20.0,
1998,Varicella,9,Race and Hispanic origin,1,American Indian or Alaska Native,,28.0,
1999,Varicella,9,Race and Hispanic origin,1,American Indian or Alaska Native,,,*
2000,Varicella,9,Race and Hispanic origin,1,American Indian or Alaska Native,,62.0,
2001,Varicella,9,Race and Hispanic origin,1,American Indian or Alaska Native,,69.0,
2002,Varicella,9,Race and Hispanic origin,1,American Indian or Alaska Native,,71.0,
2003,Varicella,9,Race and Hispanic origin,1,American Indian or Alaska Native,,81.0,
2004,Varicella,9,Race and Hispanic origin,1,American Indian or Alaska Native,,84.0,
2005,Varicella,9,Race and Hispanic origin,1,American Indian or Alaska Native,,82.0,
2006,Varicella,9,Race and Hispanic origin,1,American Indian or Alaska Native,,85.0,
2007,Varicella,9,Race and Hispanic origin,1,American Indian or Alaska Native,,95.0,
2008,Varicella,9,Race and Hispanic origin,1,American Indian or Alaska Native,,94.0,
2009,Varicella,9,Race and Hispanic origin,1,American Indian or Alaska Native,,89.0,
2005,PCV (4 doses or more),10,Race and Hispanic origin,1,American Indian or Alaska Native,,,*
2006,PCV (4 doses or more),10,Race and Hispanic origin,1,American Indian or Alaska Native,,63.0,
2007,PCV (4 doses or more),10,Race and Hispanic origin,1,American Indian or Alaska Native,,80.0,
2008,PCV (4 doses or more),10,Race and Hispanic origin,1,American Indian or Alaska Native,,71.0,
2009,PCV (4 doses or more),10,Race and Hispanic origin,1,American Indian or Alaska Native,,76.0,
2009,Combined series (4:3:1:4:3:1:4),4,Not Hispanic or Latino White,,Below poverty level,,43.0,
2007,Combined series (4:3:1:3:3:1:4),5,Not Hispanic or Latino White,,Below poverty level,,60.0,
2008,Combined series (4:3:1:3:3:1:4),5,Not Hispanic or Latino White,,Below poverty level,,59.0,
2009,Combined series (4:3:1:3:3:1:4),5,Not Hispanic or Latino White,,Below poverty level,,62.0,
2002,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino White,,Below poverty level,,59.0,
2003,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino White,,Below poverty level,,69.0,
2004,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino White,,Below poverty level,,72.0,
2005,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino White,,Below poverty level,,70.0,
2006,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino White,,Below poverty level,,69.0,
2007,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino White,,Below poverty level,,70.0,
2008,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino White,,Below poverty level,,68.0,
2009,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino White,,Below poverty level,,68.0,
2009,Combined series (4:3:1:4:3:1:4),4,Not Hispanic or Latino White,,At or above poverty level,,46.0,
2007,Combined series (4:3:1:3:3:1:4),5,Not Hispanic or Latino White,,At or above poverty level,,68.0,
2008,Combined series (4:3:1:3:3:1:4),5,Not Hispanic or Latino White,,At or above poverty level,,70.0,
2009,Combined series (4:3:1:3:3:1:4),5,Not Hispanic or Latino White,,At or above poverty level,,65.0,
2002,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino White,,At or above poverty level,,67.0,
2003,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino White,,At or above poverty level,,75.0,
2004,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino White,,At or above poverty level,,78.0,
2005,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino White,,At or above poverty level,,77.0,
2006,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino White,,At or above poverty level,,79.0,
2007,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino White,,At or above poverty level,,79.0,
2008,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino White,,At or above poverty level,,77.0,
2009,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino White,,At or above poverty level,,69.0,
2009,Combined series (4:3:1:4:3:1:4),4,Not Hispanic or Latino Black or African American,,Below poverty level,,38.0,
2007,Combined series (4:3:1:3:3:1:4),5,Not Hispanic or Latino Black or African American,,Below poverty level,,60.0,
2008,Combined series (4:3:1:3:3:1:4),5,Not Hispanic or Latino Black or African American,,Below poverty level,,63.0,
2009,Combined series (4:3:1:3:3:1:4),5,Not Hispanic or Latino Black or African American,,Below poverty level,,55.0,
2002,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino Black or African American,,Below poverty level,,59.0,
2003,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino Black or African American,,Below poverty level,,64.0,
2004,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino Black or African American,,Below poverty level,,68.0,
2005,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino Black or African American,,Below poverty level,,74.0,
2006,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino Black or African American,,Below poverty level,,72.0,
2007,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino Black or African American,,Below poverty level,,74.0,
2008,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino Black or African American,,Below poverty level,,70.0,
2009,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino Black or African American,,Below poverty level,,64.0,
2009,Combined series (4:3:1:4:3:1:4),4,Not Hispanic or Latino Black or African American,,At or above poverty level,,44.0,
2007,Combined series (4:3:1:3:3:1:4),5,Not Hispanic or Latino Black or African American,,At or above poverty level,,64.0,
2008,Combined series (4:3:1:3:3:1:4),5,Not Hispanic or Latino Black or African American,,At or above poverty level,,69.0,
2009,Combined series (4:3:1:3:3:1:4),5,Not Hispanic or Latino Black or African American,,At or above poverty level,,63.0,
2002,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino Black or African American,,At or above poverty level,,62.0,
2003,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino Black or African American,,At or above poverty level,,72.0,
2004,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino Black or African American,,At or above poverty level,,75.0,
2005,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino Black or African American,,At or above poverty level,,80.0,
2006,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino Black or African American,,At or above poverty level,,77.0,
2007,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino Black or African American,,At or above poverty level,,77.0,
2008,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino Black or African American,,At or above poverty level,,75.0,
2009,Combined series (4:3:1:3:3:1),6,Not Hispanic or Latino Black or African American,,At or above poverty level,,71.0,
